suicides/100k pop,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,sex_female,sex_male,age_15-24 years,age_25-34 years,age_35-54 years,age_5-14 years,age_55-74 years,age_75+ years
48.56,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,0,1,0,0,1,0,0,0
45.03,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,0,1,0,0,0,0,1,0
38.05,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,0,1,0,1,0,0,0,0
23.24,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,1,0,0,0,0,0,0,1
18.36,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,0,1,1,0,0,0,0,0
9.47,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,1,0,0,0,0,0,1,0
8.08,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,1,0,0,0,1,0,0,0
4.72,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,1,0,0,1,0,0,0,0
3.6,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,1,0,1,0,0,0,0,0
2.01,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,1,0,0,0,0,1,0,0
0.96,4.667,10.136000000000001,0.836,63.52,0.7,-0.16699999999999998,0.924,0,1,0,0,0,1,0,0
80.07,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,0,1,0,0,0,0,0,1
62.9,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,0,1,0,0,0,0,1,0
54.98,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,0,1,0,0,1,0,0,0
48.7,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,0,1,0,1,0,0,0,0
23.15,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,0,1,1,0,0,0,0,0
22.9,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,1,0,0,0,0,0,0,1
11.31,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,1,0,0,0,0,0,1,0
7.85,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,1,0,0,0,1,0,0,0
5.44,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,1,0,0,1,0,0,0,0
4.34,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,1,0,1,0,0,0,0,0
1.05,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,1,0,0,0,0,1,0,0
1.0,5.145,10.112,0.855,63.88,0.63,-0.203,0.9259999999999999,0,1,0,0,0,1,0,0
69.77,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,0,1,0,0,0,0,0,1
60.94,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,0,1,0,0,0,0,1,0
57.79,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,0,1,0,0,1,0,0,0
44.86,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,0,1,0,1,0,0,0,0
23.97,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,0,1,1,0,0,0,0,0
21.83,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,1,0,0,0,0,0,0,1
10.65,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,1,0,0,0,0,0,1,0
10.51,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,1,0,0,0,1,0,0,0
5.51,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,1,0,0,1,0,0,0,0
1.97,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,1,0,1,0,0,0,0,0
0.0,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,1,0,0,0,0,1,0,0
0.0,4.669,9.975,0.807,64.24,0.43700000000000006,-0.18,0.9420000000000001,0,1,0,0,0,1,0,0
78.18,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,0,1,0,0,0,0,0,1
52.93,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,0,1,0,0,0,0,1,0
49.12,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,0,1,0,0,1,0,0,0
39.21,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,0,1,0,1,0,0,0,0
27.61,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,0,1,1,0,0,0,0,0
17.96,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,1,0,0,0,0,0,0,1
7.51,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,1,0,0,0,0,0,1,0
6.47,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,1,0,0,1,0,0,0,0
5.95,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,1,0,0,0,1,0,0,0
3.81,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,1,0,1,0,0,0,0,0
0.0,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,1,0,0,0,0,1,0,0
0.0,4.967,10.029,0.836,64.86,0.564,-0.002,0.934,0,1,0,0,0,1,0,0
59.59,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,0,1,0,0,1,0,0,0
54.03,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,0,1,0,0,0,0,0,1
51.76,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,0,1,0,0,0,0,1,0
34.99,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,0,1,0,1,0,0,0,0
26.32,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,0,1,1,0,0,0,0,0
17.57,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,1,0,0,0,0,0,0,1
7.4,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,1,0,0,0,1,0,0,0
6.47,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,1,0,0,0,0,0,1,0
4.9,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,1,0,1,0,0,0,0,0
3.62,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,1,0,0,1,0,0,0,0
1.03,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,0,1,0,0,0,1,0,0
0.0,5.125,10.082,0.851,65.12,0.564,-0.038,0.895,1,0,0,0,0,1,0,0
64.54,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,0,1,0,0,0,0,0,1
48.84,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,0,1,0,0,0,0,1,0
47.26,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,0,1,0,0,1,0,0,0
36.93,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,0,1,0,1,0,0,0,0
14.08,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,0,1,1,0,0,0,0,0
8.58,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,1,0,0,0,0,0,0,1
8.32,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,1,0,0,0,0,0,1,0
6.52,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,1,0,0,0,1,0,0,0
4.35,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,1,0,0,1,0,0,0,0
1.76,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,1,0,1,0,0,0,0,0
1.01,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,0,1,0,0,0,1,0,0
0.0,5.07,10.116,0.8340000000000001,65.38,0.631,-0.073,0.8370000000000001,1,0,0,0,0,1,0,0
58.26,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,0,1,0,0,0,0,0,1
49.09,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,0,1,0,0,0,0,1,0
42.39,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,0,1,0,0,1,0,0,0
31.3,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,0,1,0,1,0,0,0,0
27.49,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,0,1,1,0,0,0,0,0
14.47,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,1,0,0,0,0,0,0,1
7.29,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,1,0,0,1,0,0,0,0
7.27,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,1,0,0,0,0,0,1,0
5.64,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,1,0,1,0,0,0,0,0
5.61,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,1,0,0,0,1,0,0,0
0.0,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,1,0,0,0,0,1,0,0
0.0,5.729,10.144,0.8809999999999999,65.64,0.6709999999999999,-0.043,0.804,0,1,0,0,0,1,0,0
64.34,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,0,1,0,0,0,0,0,1
49.31,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,0,1,0,0,0,0,1,0
40.34,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,0,1,0,0,1,0,0,0
33.42,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,0,1,0,1,0,0,0,0
22.67,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,0,1,1,0,0,0,0,0
16.4,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,1,0,0,0,0,0,0,1
10.94,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,1,0,0,0,0,0,1,0
8.59,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,1,0,0,0,1,0,0,0
3.0,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,1,0,1,0,0,0,0,0
1.47,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,1,0,0,1,0,0,0,0
0.99,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,0,1,0,0,0,1,0,0
0.0,5.881,10.185,0.879,65.9,0.6559999999999999,-0.077,0.8079999999999999,1,0,0,0,0,1,0,0
88.29,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,0,1,0,0,0,0,1,0
81.31,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,0,1,0,0,1,0,0,0
77.95,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,0,1,0,0,0,0,0,1
44.71,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,0,1,0,1,0,0,0,0
39.67,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,0,1,1,0,0,0,0,0
23.19,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,1,0,0,0,0,0,0,1
15.11,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,1,0,0,0,0,0,1,0
14.33,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,1,0,0,0,1,0,0,0
8.75,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,1,0,0,1,0,0,0,0
4.22,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,1,0,1,0,0,0,0,0
2.51,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,0,1,0,0,0,1,0,0
0.53,5.954,10.046,0.93,63.14,0.5670000000000001,-0.295,0.9670000000000001,1,0,0,0,0,1,0,0
82.29,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,0,1,0,0,0,0,1,0
75.5,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,0,1,0,0,0,0,0,1
72.86,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,0,1,0,0,1,0,0,0
69.47,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,0,1,0,1,0,0,0,0
41.46,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,0,1,1,0,0,0,0,0
24.37,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,1,0,0,0,0,0,0,1
12.35,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,1,0,0,0,1,0,0,0
11.87,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,1,0,0,0,0,0,1,0
8.01,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,1,0,0,1,0,0,0,0
4.23,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,1,0,1,0,0,0,0,0
2.25,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,1,0,0,0,0,1,0,0
2.13,5.808,10.163,0.941,63.48,0.59,-0.282,0.966,0,1,0,0,0,1,0,0
90.15,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,0,1,0,0,1,0,0,0
80.54,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,0,1,0,0,0,0,0,1
74.6,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,0,1,0,1,0,0,0,0
71.71,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,0,1,0,0,0,0,1,0
47.09,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,0,1,1,0,0,0,0,0
21.34,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,1,0,0,0,0,0,0,1
15.61,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,1,0,0,0,0,0,1,0
13.44,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,1,0,0,0,1,0,0,0
7.26,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,1,0,1,0,0,0,0,0
7.18,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,1,0,0,1,0,0,0,0
1.13,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,0,1,0,0,0,1,0,0
0.0,5.553999999999999,10.199,0.914,63.82,0.621,-0.259,0.961,1,0,0,0,0,1,0,0
97.21,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,0,1,0,0,1,0,0,0
90.7,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,0,1,0,0,0,0,1,0
80.18,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,0,1,0,0,0,0,0,1
56.38,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,0,1,0,1,0,0,0,0
45.99,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,0,1,1,0,0,0,0,0
23.22,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,1,0,0,0,0,0,0,1
13.53,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,1,0,0,0,1,0,0,0
12.57,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,1,0,0,0,0,0,1,0
7.29,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,1,0,0,1,0,0,0,0
6.98,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,1,0,1,0,0,0,0,0
1.77,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,0,1,0,0,0,1,0,0
1.25,5.4670000000000005,10.05,0.9329999999999999,64.16,0.496,-0.303,0.9790000000000001,1,0,0,0,0,1,0,0
83.3,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,0,1,0,0,0,0,1,0
82.95,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,0,1,0,0,1,0,0,0
67.61,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,0,1,0,0,0,0,0,1
55.55,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,0,1,0,1,0,0,0,0
40.82,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,0,1,1,0,0,0,0,0
23.35,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,1,0,0,0,0,0,0,1
15.27,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,1,0,0,0,1,0,0,0
13.14,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,1,0,0,0,0,0,1,0
6.39,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,1,0,1,0,0,0,0,0
5.59,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,1,0,0,1,0,0,0,0
0.65,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,1,0,0,0,0,1,0,0
0.62,5.066,10.085,0.882,64.5,0.519,-0.275,0.9620000000000001,0,1,0,0,0,1,0,0
83.02,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,0,1,0,0,1,0,0,0
81.18,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,0,1,0,0,0,0,1,0
75.34,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,0,1,0,0,0,0,0,1
65.28,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,0,1,0,1,0,0,0,0
33.98,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,0,1,1,0,0,0,0,0
21.17,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,1,0,0,0,0,0,0,1
17.95,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,1,0,0,0,0,0,1,0
14.55,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,1,0,0,0,1,0,0,0
9.08,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,1,0,0,1,0,0,0,0
4.81,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,1,0,1,0,0,0,0,0
0.68,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,1,0,0,0,0,1,0,0
0.65,5.432,10.167,0.9109999999999999,64.7,0.5660000000000001,-0.14800000000000002,0.9640000000000001,0,1,0,0,0,1,0,0
77.7,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,0,1,0,0,1,0,0,0
74.09,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,0,1,0,0,0,0,1,0
69.66,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,0,1,0,0,0,0,0,1
62.3,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,0,1,0,1,0,0,0,0
30.48,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,0,1,1,0,0,0,0,0
20.16,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,1,0,0,0,0,0,0,1
16.38,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,1,0,0,0,1,0,0,0
11.89,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,1,0,0,0,0,0,1,0
5.44,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,1,0,0,1,0,0,0,0
4.01,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,1,0,1,0,0,0,0,0
2.01,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,0,1,0,0,0,1,0,0
0.0,5.771,10.218,0.919,64.9,0.503,-0.273,0.9570000000000001,1,0,0,0,0,1,0,0
94.28,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,0,1,0,0,1,0,0,0
83.89,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,0,1,0,0,0,0,1,0
81.28,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,0,1,0,0,0,0,0,1
64.36,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,0,1,0,1,0,0,0,0
47.14,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,0,1,1,0,0,0,0,0
21.42,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,1,0,0,0,0,0,0,1
16.96,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,1,0,0,0,1,0,0,0
12.06,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,1,0,0,1,0,0,0,0
10.79,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,1,0,0,0,0,0,1,0
8.82,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,1,0,1,0,0,0,0,0
2.18,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,1,0,0,0,0,1,0,0
1.38,5.596,10.263,0.9129999999999999,65.1,0.556,-0.237,0.9359999999999999,0,1,0,0,0,1,0,0
91.41,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,0,1,0,0,0,0,0,1
77.88,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,0,1,0,0,1,0,0,0
75.66,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,0,1,0,0,0,0,1,0
49.66,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,0,1,0,1,0,0,0,0
44.56,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,0,1,1,0,0,0,0,0
23.75,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,1,0,0,0,0,0,0,1
12.27,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,1,0,0,0,0,0,1,0
9.97,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,1,0,0,0,1,0,0,0
6.44,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,1,0,1,0,0,0,0,0
6.04,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,1,0,0,1,0,0,0,0
2.22,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,1,0,0,0,0,1,0,0
1.41,6.126,10.306,0.9079999999999999,65.3,0.508,-0.263,0.956,0,1,0,0,0,1,0,0
84.09,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,0,1,0,0,0,0,0,1
78.9,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,0,1,0,0,0,0,1,0
71.01,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,0,1,0,0,1,0,0,0
52.94,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,0,1,0,1,0,0,0,0
34.94,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,0,1,1,0,0,0,0,0
19.86,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,1,0,0,0,0,0,0,1
14.22,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,1,0,0,0,0,0,1,0
10.96,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,1,0,0,0,1,0,0,0
9.29,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,1,0,0,1,0,0,0,0
5.59,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,1,0,1,0,0,0,0,0
2.25,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,1,0,0,0,0,1,0,0
1.43,5.711,10.335,0.929,65.5,0.6409999999999999,-0.254,0.924,0,1,0,0,0,1,0,0
96.98,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,0,1,0,0,0,0,0,1
76.32,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,0,1,0,0,0,0,1,0
70.62,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,0,1,0,0,1,0,0,0
50.17,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,0,1,0,1,0,0,0,0
23.05,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,0,1,1,0,0,0,0,0
15.03,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,1,0,0,0,0,0,0,1
11.53,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,1,0,0,0,0,0,1,0
10.09,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,1,0,0,0,1,0,0,0
4.38,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,1,0,0,1,0,0,0,0
3.55,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001,1,0,1,0,0,0,0,0
24.76,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,0,1,0,0,0,0,0,1
22.51,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,0,1,0,0,0,0,1,0
20.23,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,0,1,0,0,1,0,0,0
16.8,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,0,1,0,1,0,0,0,0
9.13,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,1,0,0,0,1,0,0,0
6.56,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,1,0,0,0,0,0,1,0
4.83,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,1,0,0,0,0,0,0,1
3.32,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,0,1,1,0,0,0,0,0
2.81,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,1,0,0,1,0,0,0,0
0.0,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,1,0,1,0,0,0,0,0
0.0,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,1,0,0,0,0,1,0,0
0.0,6.957999999999999,11.562000000000001,0.9390000000000001,71.44,0.9390000000000001,0.127,0.43200000000000005,0,1,0,0,0,1,0,0
56.14,7.097,11.592,0.9520000000000001,71.7,0.9079999999999999,0.096,0.423,0,1,0,0,0,0,0,1
29.82,7.097,11.592,0.9520000000000001,71.7,0.9079999999999999,0.096,0.423,0,1,0,0,1,0,0,0
10.93,7.097,11.592,0.9520000000000001,71.7,0.9079999999999999,0.096,0.423,0,1,0,0,0,0,1,0
9.75,7.097,11.592,0.9520000000000001,71.7,0.9079999999999999,0.096,0.423,0,1,1,0,0,0,0,0
8.21,7.097,11.592,0.9520000000000001,71.7,0.9079999999999999,0.096,0.423,0,1,0,1,0,0,0,0
